"","Kingdom","Species","in3_0","Kingdom_new","Species_new","Source","Description","Description2","CBD_subcategory","CBD_pathway","CBD_Mechanism","Direct_or_Indirect","Primary_or_Secondary","CountrySpecific","RemovePathways","Checkedby_00","Checkedby","Double_checkedby","Notes"
"2659","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","GISD","Hitchhiker","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Anna",NA,NA
"2660","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","GISD","Hitchhiker","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2661","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","CABI","Hitchhiker (pathway cause)","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Anna",NA,NA
"2662","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","CABI","Hitchhiker (pathway cause)","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2663","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","GISD","Ignorant possession - assisted transport","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Anna",NA,NA
"2664","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","GISD","Ignorant possession - assisted transport","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2665","Plantae","Xanthium spinosum","No","Plantae","Xanthium spinosum","CABI","Hitchhiker (pathway cause)","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,NA,NA,NA
"2666","Plantae","Xanthium spinosum","yes","Plantae","Xanthium spinosum","CABI","Hitchhiker (pathway cause)","Hitchhiker","Other stowaway","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2667","Animalia","Dendroctonus micans","yes","Animalia","Dendroctonus micans","CABI","Wood Packaging","Contaminated packaging","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Emma","updated from hitchhiker",NA
"2668","Plantae","Mikania micrantha","yes","Plantae","Mikania micrantha","CABI","Mulch straw baskets and sod (pathway vector)","Mulch straw baskets and sod","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2669","Animalia","Phenacoccus solenopsis","yes","Animalia","Phenacoccus solenopsis","CABI","Mulch straw baskets and sod (pathway vector)","Mulch straw baskets and sod","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Phil",NA,NA
"2670","Plantae","Tithonia diversifolia","yes","Plantae","Tithonia diversifolia","CABI","Mulch straw baskets and sod (pathway vector)","Mulch straw baskets and sod","Packing material","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2671","Animalia","Raoiella indica","4.0999999999999996","Animalia","Raoiella indica","CABI","Mulch, straw, baskets and sod","Mulch, straw, baskets and sod","Packing material","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2672","Animalia","Aedes aegypti","yes","Animalia","Aedes aegypti","https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-1","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2673","Animalia","Aedes aegypti","No","Animalia","Aedes aegypti","https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2251-4","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2674","Animalia","Agrilus planipennis","yes","Animalia","Agrilus planipennis","CABI","Packing material","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2675","Animalia","Agrilus planipennis","No","Animalia","Agrilus planipennis","CABI","Packing material","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2676","Animalia","Anastrepha fraterculus","yes","Animalia","Anastrepha fraterculus","CABI","Containers and packaging - wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2677","Animalia","Anoplolepis gracilipes","yes","Animalia","Anoplolepis gracilipes","CABI","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2678","Animalia","Anoplolepis gracilipes","yes","Animalia","Anoplolepis gracilipes","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2679","Animalia","Anoplolepis gracilipes","No","Animalia","Anoplolepis gracilipes","CABI","Packing material","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2680","Fungi","Austropuccinia psidii","yes","Fungi","Austropuccinia psidii","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2681","Animalia","Bactrocera cucurbitae","yes","Animalia","Bactrocera cucurbitae","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2682","Animalia","Bactrocera tryoni","No","Animalia","Bactrocera tryoni","CABI","Packing material","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2683","Animalia","Coptotermes formosanus","No","Animalia","Coptotermes formosanus","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2684",NA,"Coptotermes formosanus","No","Animalia","Coptotermes formosanus","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2685","Animalia","Coptotermes gestroi","No","Animalia","Coptotermes formosanus","CABI (based on Coptotermes)","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2686","Fungi","Cronartium ribicola","yes","Fungi","Cronartium ribicola","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Emma",NA,NA
"2687","Animalia","Ephestia kuehniella","yes","Animalia","Ephestia kuehniella","CABI","Land vehicles / Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2688","Animalia","Halyomorpha halys","yes","Animalia","Halyomorpha halys","CABI","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2689","Animalia","Halyomorpha halys","No","Animalia","Halyomorpha halys","CABI","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Phil",NA,NA
"2690","Animalia","Hypothenemus hampei","No","Animalia","Hypothenemus hampei","CABI","Containers and packaging - non-wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2691","Plantae","Lepidium draba","No","Plantae","Lepidium draba","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2692","Plantae","Mikania micrantha","yes","Plantae","Mikania micrantha","CABI","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2693","Plantae","Mikania micrantha","yes","Plantae","Mikania micrantha","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2694","Plantae","Phelipanche ramosa","No","Plantae","Orobanche ramosa","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2695","Animalia","Phthorimaea operculella","yes","Animalia","Phthorimaea operculella","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2696","Plantae","Pilosella officinarum","No","Plantae","Pilosella officinarum","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2697","Animalia","Rhagoletis completa","yes","Animalia","Rhagoletis completa","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2698","Plantae","Rubus fruticosus","No","Plantae","Rubus fruticosus","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2699","Plantae","Senecio jacobaea","No","Plantae","Senecio jacobaea","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2700","Plantae","Senecio madagascariensis","No","Plantae","Senecio madagascariensis","CABI","Containers and packaging - wood","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2701","Animalia","Sirex noctilio","yes","Animalia","Sirex noctilio","CABI","Packing material","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2702","Animalia","Sirex noctilio","No","Animalia","Sirex noctilio","CABI","Packing material","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Anna",NA,NA
"2703","Plantae","Sorghum halepense","yes","Plantae","Sorghum halepense","CABI","Containers and packaging non wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2704","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Anna",NA,NA
"2705","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","CABI","Containers and packaging wood (pathway vector)","Packing material","Packing material","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2706","Animalia","Anoplophora glabripennis","yes","Animalia","Anoplophora glabripennis","CABI","wood packaging","wood packaging","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2707","Animalia","Anoplophora glabripennis","No","Animalia","Anoplophora glabripennis","CABI","wood packaging","wood packaging","Packing material","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2708",NA,"Cryptotermes brevis",NA,"Animalia","Cryptotermes brevis","CABI","Any movement of seasoned wooden articles, large or small, from areas where C. brevis occurs could result in new introductions at their point of destination.","wood packaging","Packing material","Stowaway","SPREAD","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2709","Animalia","Cochliomyia hominivorax","No","Animalia","Cochliomyia hominivorax","CABI","Host and vector organisms (pathway vector)","Host and vector organisms","Parasites on animals","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2710","Animalia","Cochliomyia hominivorax","yes","Animalia","Cochliomyia hominivorax","CABI","Host and vector organisms (pathway vector)","Host and vector organisms","Parasites on animals","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2711","Bacteria","Erwinia amylovora",NA,"Bacteria","Erwinia amylovora","CABI","Host and vector organisms","Host and vector organisms","Parasites on animals","Contaminant","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2712","Fungi","Ophiostoma ulmi","yes","Fungi","Ophiostoma ulmi","CABI","Host and vector organisms","Host and vector organisms","Parasites on animals","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,"No",NA,"Phil",NA,NA
"2713","Ortharnavirae","Plum pox virus","4.0999999999999996","Ortharnavirae","Plum pox virus","CABI","Host and vector organisms","Host and vector organisms","Parasites on animals","Contaminant","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2714","Viruses","Squirrelpox virus",NA,"Viruses","Squirrelpox virus","Sainsbury, A.W., Chantrey, J., Ewen, J.G., Gurnell, J., Hudson, P., Karesh, W.B., Kock, R.A., Lurz, P.W., Meredith, A. and Tompkins, D.M., 2020. Implications of squirrelpox virus for successful red squirrel translocations within mainland UK. Conservation Science and Practice, 2(6), p.e200.","grey squirrels (Sciurus carolinensis) are the reservoir host of squirrelpox virus (SQPV)","Host and vector organisms","Parasites on animals","Contaminant","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2715","Animalia","Bursaphelenchus mucronatus","4.0999999999999996","Animalia","Bursaphelenchus mucronatus","https://nematode.unl.edu/pest2.htm","Monochamus beetles harboring the nematode","Host and vector organisms","Parasites on plants","Contaminant","Movement of COMMODITY","Direct","Primary",NA,NA,"Anna",NA,NA,NA
"2716","Bacteria","Candidatus liberibacter","No","Bacteria","Candidatus liberibacter","CABI","Host","Host and vector organisms","Parasites on plants","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2717","Fungi","Cryphonectria parasitica","No","Fungi","Cryphonectria parasitica","Rigling, D. and Prospero, S., 2018. Cryphonectria parasitica, the causal agent of chestnut blight: invasion history, population biology and disease control. Molecular Plant Pathology, 19(1), pp.7-20.","Host and vector organisms (pathway vector)","Host and vector organisms","Parasites on plants","Contaminant","Movement of COMMODITY","Direct","Primary",NA,"No",NA,"Anna",NA,NA
"2718","Bacteria","Xanthomonas campestris","yes","Bacteria","Xanthomonas campestris","CABI","Plants or parts of plants (pathway vector)","Host and vector organisms","Parasites on plants","Contaminant","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2719","Bacteria","Xanthomonas oryzae","yes","Bacteria","Xanthomonas oryzae","CABI","Plants or parts of plants (pathway vector)","Host and vector organisms","Parasites on plants","Contaminant","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2720","Plantae","Ageratina adenophora","yes","Plantae","Ageratina adenophora","CABI","Clothing, footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2721","Plantae","Alliaria petiolata","No","Plantae","Alliaria petiolata","CABI","Clothing footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna",NA,NA,NA
"2722","Animalia","Anastrepha fraterculus","yes","Animalia","Anastrepha fraterculus","CABI","Clothing, footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2723","Plantae","Argemone mexicana","No","Plantae","Argemone mexicana","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2724","Plantae","Argemone mexicana","yes","Plantae","Argemone mexicana","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2725","Plantae","Austrocylindropuntia subulata","yes","Plantae","Austrocylindropuntia subulata","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2726","Fungi","Austropuccinia psidii","yes","Fungi","Austropuccinia psidii","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2727","Animalia","Bactrocera cucurbitae","yes","Animalia","Bactrocera cucurbitae","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2728","Plantae","Carthamus lanatus","No","Plantae","Carthamus lanatus","Kessler, E., 1987, February. Carthamus lanatus L.(Asteraceae: Clynareae)-A Potentially Serious Plant Pest in Oklahoma. In Proceedings of the Oklahoma Academy of Science (pp. 39-43).","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2729","Plantae","Cenchrus echinatus","No","Plantae","Cenchrus echinatus","GISD","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2730","Fungi","Cronartium ribicola","yes","Fungi","Cronartium ribicola","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Emma",NA,NA
"2731","Plantae","Cylindropuntia rosea","yes","Plantae","Cylindropuntia rosea","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2732","Fungi","Dothistroma septosporum","4.0999999999999996","Fungi","Dothistroma septosporum","Mullett, M.S., Brown, A.V., Fraser, S., Baden, R. and Tubby, K.V., 2017. Insights into the pathways of spread and potential origins of Dothistroma septosporum in Britain. Fungal Ecology, 26, pp.85-98.","pathogen could have arrived on contaminated machinery or even visitors and associated belongings","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2733","Plantae","Erodium cicutarium","No","Plantae","Erodium cicutarium","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2734","Animalia","Halyomorpha halys","yes","Animalia","Halyomorpha halys","CABI","Aircraft / Bulk freight or cargo / Clothing, footwear and possessions / Land vehicules / Containers and packaging / Luggage","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2735","Animalia","Halyomorpha halys","No","Animalia","Halyomorpha halys","CABI","Aircraft / Bulk freight or cargo / Clothing, footwear and possessions / Land vehicules / Containers and packaging / Luggage","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Phil",NA,NA
"2736","Animalia","Halyomorpha halys","yes","Animalia","Halyomorpha halys","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2737","Animalia","Halyomorpha halys","No","Animalia","Halyomorpha halys","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Phil",NA,NA
"2738","Plantae","Heracleum sosnowskyi","yes","Plantae","Heracleum sosnowskyi","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2739","Animalia","Hypothenemus hampei","No","Animalia","Hypothenemus hampei","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2740","Plantae","Lonicera japonica","yes","Plantae","Lonicera japonica","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2741","Plantae","Ludwigia peploides","yes","Plantae","Ludwigia peploides","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2742","Plantae","Mesembryanthemum crystallinum","No","Plantae","Mesembryanthemum crystallinum","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2743","Plantae","Miconia calvescens","yes","Plantae","Miconia calvescens","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Melina","Melina",NA,NA
"2744","Plantae","Miconia calvescens","No","Plantae","Miconia calvescens","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2745","Plantae","Mikania micrantha","yes","Plantae","Mikania micrantha","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2746","Plantae","Mimosa diplotricha","No","Plantae","Mimosa diplotricha","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2747","Plantae","Opuntia stricta","No","Plantae","Opuntia stricta","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2748","Plantae","Opuntia stricta","yes","Plantae","Opuntia stricta","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2749","Animalia","Pheidole megacephala","yes","Animalia","Pheidole megacephala","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Phil",NA,NA
"2750","Animalia","Pheidole megacephala","No","Animalia","Pheidole megacephala","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2751","Animalia","Phenacoccus solenopsis","yes","Animalia","Phenacoccus solenopsis","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Phil",NA,NA
"2752","Chromista","Phytophthora ramorum","No","Chromista","Phytophthora ramorum","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2753","Plantae","Pilosella officinarum","No","Plantae","Pilosella officinarum","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2754","Animalia","Rhagoletis completa","yes","Animalia","Rhagoletis completa","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2755","Plantae","Rubus fruticosus","No","Plantae","Rubus fruticosus","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2756","Plantae","Rudbeckia laciniata","yes","Plantae","Rudbeckia laciniata","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2757","Plantae","Senecio jacobaea","No","Plantae","Senecio jacobaea","CABI","Clothing, footwear and possessions","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2758","Plantae","Tecoma stans","yes","Plantae","Tecoma stans","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2759","Plantae","Typha domingensis","yes","Plantae","Typha domingensis","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2760","Plantae","Xanthium spinosum","No","Plantae","Xanthium spinosum","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","N","No",NA,NA,NA,NA
"2761","Plantae","Xanthium spinosum","yes","Plantae","Xanthium spinosum","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2762","Bacteria","Xylella fastidiosa","No","Bacteria","Xylella fastidiosa","CABI","Clothing footwear and possessions (pathway vector)","Clothing footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary","N","No",NA,"Emma",NA,NA
"2763","Chromista","Didymosphenia geminata",NA,"Animalia","Didymosphenia geminata","CABI","Clothing, footwear and possessions","Clothing, footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,NA,NA,NA
"2764","Bacteria","Erwinia amylovora",NA,"Bacteria","Erwinia amylovora","CABI","Clothing, footwear and possessions","Clothing, footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2765","Animalia","Globodera pallida","4.0999999999999996","Animalia","Globodera pallida","CABI","Clothing, footwear and possessions","Clothing, footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2766","Animalia","Globodera rostochiensis","4.0999999999999996","Animalia","Globodera rostochiensis","CABI","Clothing, footwear and possessions","Clothing, footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2767","Plantae","Hymenachne amplexicaulis",NA,"Plantae","Hymenachne amplexicaulis","CABI","Clothing, footwear and possessions","Clothing, footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2768","Plantae","Rumex hypogaeus","4.0999999999999996","Plantae","Emex australis","CABI","Clothing, footwear and possessions","Clothing, footwear and possessions","People & luggage","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2769","Animalia","Bactrocera cucurbitae","yes","Animalia","Bactrocera cucurbitae","CABI","Consumables (pathway vector)","Consumables","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2770","Animalia","Bactrocera dorsalis","No","Animalia","Bactrocera dorsalis","CABI","Consumables (pathway vector)","Consumables","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2771","Animalia","Bactrocera dorsalis","yes","Animalia","Bactrocera dorsalis","CABI","Consumables (pathway vector)","Consumables","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2772","Plantae","Colocasia esculenta","yes","Plantae","Colocasia esculenta","CABI","Consumables (pathway vector)","Consumables","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Emma",NA,NA
"2773","Animalia","Drosophila suzukii","yes","Animalia","Drosophila suzukii","CABI","Consumables (pathway vector)","Consumables","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2774","Animalia","Drosophila suzukii","No","Animalia","Drosophila suzukii","CABI","Consumables (pathway vector)","Consumables","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2775","Animalia","Homarus americanus","4.0999999999999996","Animalia","Homarus americanus","CABI","Consumables","Consumables","People & luggage","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2776","Animalia","Raoiella indica","4.0999999999999996","Animalia","Raoiella indica","CABI","Consumables","Consumables","People & luggage","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
