Kingdom,Phylum,Class,Order,Family,Genus,Species,Species2,Environment_IAS,Kingdom_new,CoarseGroups,FineGroups,coarse_group,coarse_group_unspecified,fine_group,Sp_Focus,Species_new,Official_country,Origin,Source,Description,CBD_Mechanism_initial,CBD_Cat_inital,Description2,CBD_Mechanism2,CBD_Cat2,CBD_Mechanism_order,CBD_Cat_order,Description_order,pathway_count,CBD_subcategory,CBD_pathway,CBD_Mechanism,Direct_or_Indirect,Primary_or_Secondary,CountrySpecific,RemovePathways,Checkedby_00,Checkedby,Double_checkedby,Notes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,Opuntia ficus-indica,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia ficus-indica,France,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,Opuntia ficus-indica,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia ficus-indica,France,,CABI,Nursery trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,Opuntia ficus-indica,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia ficus-indica,Spain,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,Opuntia ficus-indica,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia ficus-indica,Spain,,CABI,Nursery trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,Opuntia ficus-indica,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia ficus-indica,France,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,Opuntia ficus-indica,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia ficus-indica,Spain,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia humifusa,Opuntia humifusa,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia humifusa,Spain,NA,CABI [O. monacantha],Animal production,Movement of COMMODITY,ESCAPE,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Secondary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia humifusa,Opuntia humifusa,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia humifusa,Spain,NA,CABI [O. monacantha],Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,France,,GISD,Agriculture,Movement of COMMODITY,RELEASE IN NATURE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,5,Agriculture,Escape,Movement of COMMODITY,Direct,Secondary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,Kenya,,GISD,Agriculture,Movement of COMMODITY,RELEASE IN NATURE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,5,Agriculture,Escape,Movement of COMMODITY,Direct,Secondary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,South Africa,,GISD,Agriculture,Movement of COMMODITY,RELEASE IN NATURE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,5,Agriculture,Escape,Movement of COMMODITY,Direct,Secondary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,Spain,,GISD,Agriculture,Movement of COMMODITY,RELEASE IN NATURE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,5,Agriculture,Escape,Movement of COMMODITY,Direct,Secondary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,France,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,France,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,Kenya,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,Kenya,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,South Africa,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,South Africa,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,Spain,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia stricta,Opuntia stricta,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Opuntia stricta,Spain,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,N,,,Ana Novoa,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,France,NA,CABI,Aquaculture,Movement of COMMODITY,ESCAPE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,4,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,Spain,NA,CABI,Aquaculture,Movement of COMMODITY,ESCAPE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,4,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,France,NA,CABI,Fisheries,Movement of COMMODITY,ESCAPE,Fisheries,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Fisheries,4,Fishery in wild,Release,Movement of COMMODITY,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,Spain,NA,CABI,Fisheries,Movement of COMMODITY,ESCAPE,Fisheries,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Fisheries,4,Fishery in wild,Release,Movement of COMMODITY,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,France,NA,CABI,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",4,Fishing equipment,Stowaway,VECTOR,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,France,NA,CABI,Hitchhiker,VECTOR,TRANSPORT_STOWAWAY,Hitchhiker,VECTOR,TRANSPORT_STOWAWAY,2_VECTOR,21_TRANSPORT_STOWAWAY,21_Hitchhiker,4,Fishing equipment,Stowaway,VECTOR,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,Spain,NA,CABI,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",4,Fishing equipment,Stowaway,VECTOR,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,Spain,NA,CABI,Hitchhiker,VECTOR,TRANSPORT_STOWAWAY,Hitchhiker,VECTOR,TRANSPORT_STOWAWAY,2_VECTOR,21_TRANSPORT_STOWAWAY,21_Hitchhiker,4,Fishing equipment,Stowaway,VECTOR,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,France,NA,CABI,Aquarium trade,Movement of COMMODITY,ESCAPE,Pet trade,Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,11_Pet trade,4,Pet,Escape,Movement of COMMODITY,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes limosus,Orconectes limosus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes limosus,Spain,NA,CABI,Aquarium trade,Movement of COMMODITY,ESCAPE,Pet trade,Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,11_Pet trade,4,Pet,Escape,Movement of COMMODITY,Indirect,Secondary,No,,,Melina,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes rusticus,Orconectes rusticus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes rusticus,USA,,GISD,Ignorant possession - assisted transport,VECTOR,TRANSPORT _ STOWAWAY,Hitchhiker,VECTOR,TRANSPORT_STOWAWAY,2_VECTOR,21_TRANSPORT_STOWAWAY,21_Hitchhiker,3,Fishing equipment,Stowaway,VECTOR,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,Orconectes rusticus,Orconectes rusticus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Orconectes rusticus,USA,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE IN NATURE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,3,Pet,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Ovis aries,Ovis aries,terrestrial,Animalia,terrestrial vertebrate,terrestrial mammal,Mammal,Mammal,Mammal,single,Ovis aries,Australia,,CABI,Botanical gardens and zoos (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,3,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Ovis aries,Ovis aries,terrestrial,Animalia,terrestrial vertebrate,terrestrial mammal,Mammal,Mammal,Mammal,single,Ovis aries,Australia,,CABI,Animal production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,3,Farmed animals,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Ovis aries,Ovis aries,terrestrial,Animalia,terrestrial vertebrate,terrestrial mammal,Mammal,Mammal,Mammal,single,Ovis aries,Australia,,CABI,Hunting angling sport or racing (pathway cause),Movement of COMMODITY,RELEASE IN NATURE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",3,Hunting,Release,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis,Oxyura jamaicensis,semi-aquatic,Animalia,semi-aquatic vertebrate,semi-aquatic bird,Bird,Bird,Bird,single,Oxyura jamaicensis,France,,GISD,Botanical garden,Movement of COMMODITY,RELEASE,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,3,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis,Oxyura jamaicensis,semi-aquatic,Animalia,semi-aquatic vertebrate,semi-aquatic bird,Bird,Bird,Bird,single,Oxyura jamaicensis,Spain,,GISD,Botanical garden,Movement of COMMODITY,RELEASE,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,3,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis,Oxyura jamaicensis,semi-aquatic,Animalia,semi-aquatic vertebrate,semi-aquatic bird,Bird,Bird,Bird,single,Oxyura jamaicensis,United Kingdom,,GISD,Botanical garden,Movement of COMMODITY,RELEASE,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,3,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,France,,GISD,Aquaculture,Movement of COMMODITY,RELEASE,0,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,France,,GISD,Aquaculture,Movement of COMMODITY,RELEASE IN NATURE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,France,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Crustacea,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Japan,,GISD,Aquaculture,Movement of COMMODITY,RELEASE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Crustacea,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Japan,,GISD,Aquaculture,Movement of COMMODITY,RELEASE IN NATURE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Crustacea,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Japan,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Norway,,GISD,Aquaculture,Movement of COMMODITY,RELEASE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Norway,,GISD,Aquaculture,Movement of COMMODITY,RELEASE IN NATURE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Norway,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Spain,,GISD,Aquaculture,Movement of COMMODITY,RELEASE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Spain,,GISD,Aquaculture,Movement of COMMODITY,RELEASE IN NATURE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,Spain,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,United Kingdom,,GISD,Aquaculture,Movement of COMMODITY,RELEASE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,United Kingdom,,GISD,Aquaculture,Movement of COMMODITY,RELEASE IN NATURE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
